id,title,clean_title,category,year,author,advisor,url,abstract_snippet
418,PENGEMBANGAN SUB-SISTEM PAYMENT GATEWAY PADA SISTEM INFORMASI PUBLIKASI TEATER SATU LAMPUNG BERBASIS WEBSITE DENGAN METODE SCRUM,pengembangan sub sistem payment gateway pada sistem informasi publikasi teater satu lampung berbasis website dengan metode scrum,Teknik Informatika,2025,YUSUF FADILLAH AHMAD,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2508250050,"Kesenian merupakan bentuk ekspresi manusia yang diwujudkan melalui berbagai media seperti seni rupa, musik, tari, dan teater. Teater Satu sebagai organisasi kesenian aktif menghadapi tantangan dalam pengelolaan transaksi keuangan digital karena belum tersedianya sistem pembayaran online yang terinte..."
419,PENGEMBANGAN SUB-SISTEM PEMANTAUAN DENGAN STREAMING DAN PENANGKAPAN GAMBAR PADA SISTEM KENDALI KENDARAAN MENGGUNAKAN EXTREME PROGRAMMING (Studi Kasus: UPT K3L ITERA),pengembangan sub sistem pemantauan dengan streaming dan penangkapan gambar pada sistem kendali kendaraan menggunakan extreme programming studi kasus upt k3l itera,Teknik Informatika,2025,Daffa Abdurrahman Jatmiko,"Muhammad Habib Algifari, S.Kom., M.T.I.",https://repo.itera.ac.id/depan/submission/SB2505090019,"Unit Pelaksana Teknis Keselamatan, Kesehatan Kerja, dan Lingkungan (UPT K3L) Institut Teknologi Sumatera (ITERA) bertanggung jawab dalam pengelolaan keamanan kampus, khususnya dalam pengawasan kendaraan. Seiring dengan pertumbuhan pesat jumlah mahasiswa dari 13.682 (2021) menjadi 18.474 (2022), ..."
420,PENGEMBANGAN SUB-SISTEM PEMBAYARAN PADA NOLIMIT MOTOWASH & COFFEE DENGAN METODE SCRUM,pengembangan sub sistem pembayaran pada nolimit motowash coffee dengan metode scrum,Teknik Informatika,2026,FAJAR MAULANA,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2601160010,"Perkembangan teknologi informasi mendorong pelaku usaha untuk menerapkan sistem digital yang efisien, termasuk pada sektor jasa cuci kendaraan dan kafe. Nolimit Motowash & Coffee di Kota Bandar Lampung masih menggunakan sistem manual dalam pencatatan transaksi dan pembayaran, sehingga menimbulkan pe..."
421,Pengembangan Sub-Sistem Pencatatan Berbasis Multi-Faktor Autentikasi Pada Sistem Kendali Kendaraan Menggunakan Extreme Programming (studi Kasus: UPT K3L ITERA),pengembangan sub sistem pencatatan berbasis multi faktor autentikasi pada sistem kendali kendaraan menggunakan extreme programming studi kasus upt k3l itera,Teknik Informatika,2025,AHMAD FADILLAH,"Muhammad Habib Algifari, S.Kom., M.T.I.",https://repo.itera.ac.id/depan/submission/SB2505090020,Sub-sistem pencatatan berbasis multi-faktor autentikasi pada sistem kendali kendaraan kampus dikembangkan untuk mengatasi tantangan keamanan di Institut Teknologi Sumatera (ITERA) yang memiliki luas 285 hektar dengan 22.621 mahasiswa aktif dan 1.018 staf. Penelitian ini bertujuan untuk merancang sis...
422,PENGEMBANGAN SUB-SISTEM SUBSCRIPTION KONTEN DOKUMENTASI PADA SISTEM INFORMASI PUBLIKASI TEATER SATU LAMPUNG BERBASIS WEBSITE MENGGUNAKAN METODE AGILE SCRUM,pengembangan sub sistem subscription konten dokumentasi pada sistem informasi publikasi teater satu lampung berbasis website menggunakan metode agile scrum,Teknik Informatika,2025,Justin Halim,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2508090029,"Penelitian ini bertujuan mengembangkan sub-sistem subscription pada sistem informasi publikasi Teater Satu Lampung guna mengatasi tantangan akan wadah pemanfaatan dan pengarsipan Hak Kekayaan Intelektual (HKI) yang selama ini dikelola secara manual, sehingga mengurangi risiko kehilangan kontrol. Tan..."
423,PENGEMBANGAN SUBSISTEM AKADEMIK PADA SISTEM INFORMASI HARMONY DI FAKULTAS TEKNOLOGI INDUSTRI DENGAN DYNAMIC SYSTEM DEVELOPMENT METHOD,pengembangan subsistem akademik pada sistem informasi harmony di fakultas teknologi industri dengan dynamic system development method,Teknik Informatika,2025,HENRY CARNEGIE,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2508250036,"Fakultas Teknologi Industri (FTI) di Institut Teknologi Sumatera (ITERA) menghadapi tantangan dalam pengelolaan layanan akademik yang masih dilakukan secara konvensional, sehingga menyebabkan proses menjadi tidak efisien, memakan waktu lama, dan berisiko kehilangan dokumen. Penelitian ini bertujuan ..."
424,PENGEMBANGAN SUBSISTEM KEMAHASISWAAN PADA SISTEM INFORMASI HARMONY DI FAKULTAS TEKNOLOGI INDUSTRI DENGAN DYNAMIC SYSTEMS DEVELOPMENT METHOD,pengembangan subsistem kemahasiswaan pada sistem informasi harmony di fakultas teknologi industri dengan dynamic systems development method,Teknik Informatika,2025,FADHIL FIROOS,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2508250054,Fakultas Teknologi Industri (FTI) Institut Teknologi Sumatera (ITERA) menghadapi tantangan dalam efisiensi layanan administrasi kemahasiswaan akibat peningkatan jumlah mahasiswa yang tidak sebanding dengan jumlah tenaga kependidikan. Kondisi ini menyebabkan proses birokrasi menjadi lambat dan pengel...
425,Pengembangan Subsistem Kepegawaian Kategori Rekrutmen Dan Tubel Di Sistem Informasi Harmony Menggunakan Metode Dynamic System Development (Studi Kasus: FTI ITERA),pengembangan subsistem kepegawaian kategori rekrutmen dan tubel di sistem informasi harmony menggunakan metode dynamic system development studi kasus fti itera,Teknik Informatika,2026,RA SITI ZAKIYAH,"Hafiz Budi Firmansyah, S.Kom., M.Sc., Ph.D.",https://repo.itera.ac.id/depan/submission/SB2601070026,"Pengelolaan administrasi kepegawaian di Fakultas Teknologi Industri (FTI) ITERA menghadapi tantangan serius akibat masih digunakannya metode manual dan keterbatasan sumber daya manusia (SDM) aktif. Kondisi ini memperlambat proses birokrasi, menyebabkan beban kerja tinggi, dan meningkatkan risiko keh..."
426,Pengembangan Subsistem Kepegawaian Kategori Umum Pada Sistem Informasi Harmony Menggunakan Metode Dynamic System Development Method (Studi Kasus: FTI Itera),pengembangan subsistem kepegawaian kategori umum pada sistem informasi harmony menggunakan metode dynamic system development method studi kasus fti itera,Teknik Informatika,2026,Bayu Agaluh Wijaya,"Hafiz Budi Firmansyah, S.Kom., M.Sc., Ph.D.",https://repo.itera.ac.id/depan/submission/SB2601170012,"Penelitian ini dilatarbelakangi oleh proses layanan administrasi kepegawaian di Fakultas Teknologi Industri (FTI) ITERA yang masih dilakukan secara manual, sehingga menimbulkan keterlambatan, potensi kesalahan, dan tingginya beban kerja tenaga kependidikan. Untuk mengatasi hal tersebut, dikembangkan..."
427,PENGEMBANGAN SUBSISTEM KEPEGAWAIAN PADA SISTEM INFORMASI HARMONY DI FAKULTAS TEKNOLOGI INDUSTRI DENGAN DYNAMIC SYSTEM DEVELOPMENT METHOD,pengembangan subsistem kepegawaian pada sistem informasi harmony di fakultas teknologi industri dengan dynamic system development method,Teknik Informatika,2025,Bendry Lakburlawal,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2508210055,"Perguruan tinggi memainkan peran penting dalam mengembangkan ilmu pengetahuan, seni, dan teknologi untuk kemajuan masyarakat. Institut Teknologi Sumatera (ITERA) di Lampung, khususnya Fakultas Teknologi Industri (FTI), menghadapi tantangan dalam proses administrasi kepegawaian yang masih dilakukan s..."
428,Pengembangan Subsistem Pembayaran pada Sistem Informasi Pemesanan dan Penjualan Produk Dharma Wanita Persatuan (DWP) ITERA Berbasis Website dengan Metode RAD,pengembangan subsistem pembayaran pada sistem informasi pemesanan dan penjualan produk dharma wanita persatuan dwp itera berbasis website dengan metode rad,Teknik Informatika,2025,Chrisnico Alexander Hutapea,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2502160033,"Organisasi Dharma Wanita Persatuan (DWP) merupakan sebuah organisasi wanita yang berfokus pada bidang pendidikan, ekonomi, sosial, dan budaya. Pada bidang Ekonomi Dharma Wanita Persatuan (DWP) yang terdapat sebuah usaha yang membantu para anggota untuk menjual produk. Namun dalam berniaga mereka mem..."
429,PENGEMBANGAN SUBSISTEM TUGAS AKHIR PADA WEBSITE PROGRAM STUDI MENGGUNAKAN METODE RAD (STUDI KASUS: PROGRAM STUDI TEKNIK KELAUTAN ITERA),pengembangan subsistem tugas akhir pada website program studi menggunakan metode rad studi kasus program studi teknik kelautan itera,Teknik Informatika,2024,Abi Luthfi Ramdan Fadhillah,"Eko Dwi Nugroho S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2409240315,"Tugas akhir adalah syarat kelulusan mahasiswa yang menguji pengetahuan mereka setelah menyelesaikan seluruh mata kuliah, memastikan gelar sarjana dapat dipertanggungjawabkan. Program Studi Teknik Kelautan ITERA masih menggunakan metode konvensional untuk pengelolaan tugas akhir, dimana mahasiswa har..."
430,PENGEMBANGAN UI/UX DAN FRONT-END SISTEM INFORMASI MANAJEMEN YUDISIUM FTI ITERA MENGGUNAKAN PENDEKATAN DESIGN THINKING DAN METODE WATERFALL,pengembangan ui ux dan front end sistem informasi manajemen yudisium fti itera menggunakan pendekatan design thinking dan metode waterfall,Teknik Informatika,2024,GERY MELIA SUWANDA,"Andre Febrianto, S.Kom.,M.Eng.",https://repo.itera.ac.id/depan/submission/SB2407300108,Yudisium adalah sebuah proses yang pasti dilalui oleh setiap mahasiswa termasuk mahasiswa yang ada di Fakultas Teknologi Industri (FTI) ITERA. Fakultas dengan 21 program studi ini memiliki kendala dalam pengelolaan data dan sinkronisasi jadwal dengan persyaratan karena mekanisme pendaftaran yudisium...
431,PENGEMBANGAN UI/UX PADA APLIKASI MOBILE PASAR BERJAYA MENGGUNAKAN METODE DESIGN SPRINT,pengembangan ui ux pada aplikasi mobile pasar berjaya menggunakan metode design sprint,Teknik Informatika,2021,Rizki Bhaskara Mulya Efendi,"Arief Ichwani, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2106100041,Pasar Berjaya merupakan aplikasi belanja online berbasis mobile android yang harapannya dapat memudahkan masyarakat Lampung khususnya dalam mendapatkan kebutuhan pokok tanpa harus pergi berbelanja ke pasar tradisional. Pasar Berjaya cukup memiliki user interface dan user experience yang baik. Namun ...
432,PENGEMBANGAN USER INTERFACE DAN FRONTEND PADA APLIKASI MARKETPLACE LAUNDRY DENGAN METODE RAPID APPLICATION DEVELOPMENT (STUDI KASUS : UMKM LAUNDRY DI BANDAR LAMPUNG),pengembangan user interface dan frontend pada aplikasi marketplace laundry dengan metode rapid application development studi kasus umkm laundry di bandar lampung,Teknik Informatika,2023,Kharisma Anjina,"Andre Febrianto, S.Kom., M.Eng",https://repo.itera.ac.id/depan/submission/SB2301120017,Fenomena digitalisasi UMKM dapat meningkatkan perekonomian digital Indonesia pada tahun 2025. Salah satu UMKM yang ada di Indonesia adalah bisnis laundry. Bisnis laundry merupakan bisnis yang bergerak pada bidang jasa cuci dan setrika. Dalam mendukung digitalisasi bisnis laundry dibutuhkan tek...
433,PENGEMBANGAN USER INTERFACE WEB AUTOMATIC SCORING MENGGUNAKAN METODE USER CENTERED DESIGN DAN SUPR-Q,pengembangan user interface web automatic scoring menggunakan metode user centered design dan supr q,Teknik Informatika,2023,Fajari Bagas Imami,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2309190030,Website automatic scoring merupakan salah satu platform pembelajar online yang di rancang oleh riset inovasi ITERA. Situs tersebut merupakan platform yang digunakan pengajar dalam melakukan penilaian otomatis ketika dilaksanakan ujian secara online. Pada pengembangannya website tersebut telah dilaku...
434,PENGEMBANGAN WEBSITE BANK MINI DENGAN PAYMENT GATEWAY IPAYMU MENGGUNAKAN METODE PERSONAL EXTREME PROGRAMMING (STUDI KASUS: SMK NEGERI 7 BANDAR LAMPUNG),pengembangan website bank mini dengan payment gateway ipaymu menggunakan metode personal extreme programming studi kasus smk negeri 7 bandar lampung,Teknik Informatika,2024,RYAN ERNANDA,"MUGI PRASEPTIAWAN S.T., M.Kom",https://repo.itera.ac.id/depan/submission/SB2406110028,"Suatu sistem tidak dapat terpakai secara optimal bagi pendidikan karena kurangnya fungsionalitas yang ada pada sebuah sistem. SMK Negeri 7 Bandar Lampung, sebagai lembaga pendidikan progresif, mengintegrasikan teknologi dalam proses pembelajaran, khususnya di jurusan akuntansi melalui penggunaan ban..."
435,Pengembangan Website Dashboard Manajemen Aset Gudang Dan Kendaraan Dengan Metode Modified Waterfall (Studi Kasus: PT PLN Haleyora Power UP5),pengembangan website dashboard manajemen aset gudang dan kendaraan dengan metode modified waterfall studi kasus pt pln haleyora power up5,Teknik Informatika,2025,Putri Naftali Manurung,"Aidil Afriansyah, S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2507100025,"Permasalahan dalam pengelolaan aset operasional, seperti pencatatan inventori barang dan kendaraan yang masih dilakukan secara manual menggunakan Excel, mendorong perlunya penerapan teknologi informasi untuk meningkatkan efisiensi dan akurasi dalam manajemen aset. PT PLN Haleyora Power Unit Pelaksan..."
436,Pengembangan Website Informasi Sekolah Menengah Pertama (SMP) Khaira Ummah Menggunakan Metode Waterfall,pengembangan website informasi sekolah menengah pertama smp khaira ummah menggunakan metode waterfall,Teknik Informatika,2024,Azhar Mukhlisin,"Aidil Afriansyah S. Kom, M. Kom.",https://repo.itera.ac.id/depan/submission/SB2404040007,ABSTRAK Pengembangan Website Informasi Sekolah Menengah Pertama (SMP) Khaira Ummah Menggunakan Metode Waterfall Azhar Mukhlisin Penggunaan teknologi informasi di dunia pendidikan telah menjadi sebuah keharusan untuk memenuhi kebutuhan informasi dan promosi salah satunya dengan penggunaan w...
437,Pengembangan Website Profil Program Studi Menggunakan Metode RAD (Studi Kasus: Program Studi Teknik Kelautan ITERA),pengembangan website profil program studi menggunakan metode rad studi kasus program studi teknik kelautan itera,Teknik Informatika,2024,Indra Jaya Putra,"Eko Dwi Nugroho, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2409240145,"Website sebuah program studi berfungsi sebagai wajah di dunia maya, di mana masyarakat luas dapat melihat dan mengaksesnya sebagai bentuk interaksi pertama dan daya tarik awal untuk mengakses informasi terhadap program studi tersebut. Dengan demikian, website harus memiliki tampilan yang menarik dan..."
438,Pengenalan Citra Makanan Berbasis Deep Learning Menggunakan Algoritma Convolutional Neural Network (CNN) dengan Arsitektur YOLOv11,pengenalan citra makanan berbasis deep learning menggunakan algoritma convolutional neural network cnn dengan arsitektur yolov11,Teknik Informatika,2025,MADE REDY WIJAYA,"Aidil Afriansyah, S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2505250013,"Kesadaran masyarakat akan pentingnya manajemen asupan gizi dan kalori semakin meningkat, namun kesulitan dalam menghitung secara manual menjadi tantangan. Penelitian ini bertujuan mengembangkan sistem pengenalan citra makanan berbasis deep learning menggunakan algoritma Convolutional Neural Network ..."
439,PENGENALAN EMOSI DALAM TEKS BAHASA INDONESIA MENGGUNAKAN METODE CONVOLUTIONAL NEURAL NETWORK (CNN),pengenalan emosi dalam teks bahasa indonesia menggunakan metode convolutional neural network cnn,Teknik Informatika,2026,Husliana Pratiwi,"Winda Yulita, M.Cs.",https://repo.itera.ac.id/depan/submission/SB2602180143,"Penelitian ini membahas pengenalan emosi pada tweet berbahasa Indonesia menggunakan algoritma Convolutional Neural Network (CNN). Twitter merupakan media sosial yang memungkinkan pengguna mengekspresikan opini, komentar, atau keluhan yang sering mengandung emosi secara langsung maupun yang tidak lan..."
440,Pengenalan Induk Huruf Aksara Lampung Menggunakan Metode Local Binary Pattern dan Multilayer Perceptron,pengenalan induk huruf aksara lampung menggunakan metode local binary pattern dan multilayer perceptron,Teknik Informatika,2020,Hanif Abdillah,"Raidah Hanifah, S.T., M.T.",https://repo.itera.ac.id/depan/submission/SB2009130003,"Proses globalisasi memberikan perubahan yang signifikan dalam tatanan budaya di Indonesia, termasuk di provinsi Lampung. Aksara Lampung adalah salah satu budaya masyarakat Lampung yang dapat dijadikan sebagai alat untuk berkomunikasi dalam bentuk tulisan. Provinsi Lampung saat ini tidak lagi didomin..."
441,PENGENALAN KAWASAN WISATA DI PROVINSI LAMPUNG MENGGUNAKAN TEKNOLOGI AUGMENTED REALITY BERBASIS ANDROID,pengenalan kawasan wisata di provinsi lampung menggunakan teknologi augmented reality berbasis android,Teknik Informatika,2023,Vallen Refkiyawan,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2306140026,Provinsi Lampung merupakan salah satu provinsi di Indonesia yang kaya akan keindahan alam dan budayanya. Karena hal tersebut Lampung memiliki potensi dalam sektor pariwisata. Namun seringkali wisatawan lokal dan domestik sulit menemukan informasi mengenai wisata yang ada di Lampung. Penggunaan tekno...
442,PENGENALAN KOLEKSI KAIN TENUN TRADISIONAL PADA MUSEUM BERBASIS CITRA DIGITAL MENGGUNAKAN YOLOv4 (STUDI KASUS: MUSEUM LAMPUNG),pengenalan koleksi kain tenun tradisional pada museum berbasis citra digital menggunakan yolov4 studi kasus museum lampung,Teknik Informatika,2022,Leonard Rizta Anugerah Perdana,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2301090002,"Museum adalah organisasi nirlaba permanen yang melayani masyarakat dan perkembangannya, terbuka untuk umum, yang mengumpulkan, memelihara, meneliti, mengomunikasikan, dan memamerkan benda cagar budaya dan lingkungan tak benda untuk tujuan studi, pendidikan, dan kesenangan. UPTD Museum Negeri Provins..."
443,PENGENALAN TANAMAN BERBASIS CITRA DIGITAL MENGGUNAKAN METODE YOLOv4 (YOU ONLY LOOK ONCE) (STUDI KASUS: KEBUN RAYA ITERA),pengenalan tanaman berbasis citra digital menggunakan metode yolov4 you only look once studi kasus kebun raya itera,Teknik Informatika,2023,Muhammad Tyaz Gagaman,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2301120045,"Kebun Raya adalah sebuah lahan yang memiliki berbagai jenis tanaman yang bertujuan sebagai tempat penelitian dan konservasi eksitu. Kebun Raya ITERA diharapkan menjadi kawasan tujuan konservasi, penelitian, pendidikan, wisata dan jasa lingkungan yang memiliki tanaman yang terdokumentasi. Dari hasil ..."
444,Penggabungan Metode Pengenalan Karakter pada Citra dan RFID Sebagai Sistem Pemeriksaan Parkir ITERA,penggabungan metode pengenalan karakter pada citra dan rfid sebagai sistem pemeriksaan parkir itera,Teknik Informatika,2021,Adimas Sutanto,"Martin C.T. Manullang S.T., M.T.",https://repo.itera.ac.id/depan/submission/SB2106090040,"Terbatasnya lahan parkir di sebuah tempat mengakibatkan parkir sembarangan di bahu-bahu jalan dan masih jarang didapati tempat parkir yang hanya khusus untuk parkir saja, yang tersedia hanyalah lahan parkir dari sebuah toko dimana luas area parkirnya terbatas. Sistem yang dipakai di Indonesia masih ..."
445,PENGGUNAAN ALGORITMA C4.5 UNTUK MEMPREDIKSI KEGAGALAN AKADEMIK MAHASISWA TEKNIK INFORMATIKA INSTITUT XYZ,penggunaan algoritma c4 5 untuk memprediksi kegagalan akademik mahasiswa teknik informatika institut xyz,Teknik Informatika,2024,DITA ALVIUNI PUTRI,"Meida Cahyo Untoro, S.Kom., M.Kom",https://repo.itera.ac.id/depan/submission/SB2409240332,"Kegagalan akademik merupakan salah satu permasalahan yang dihadapi oleh perguruan tinggi, terutama terkait dengan mahasiswa yang mengalami Drop out. Penelitian ini bertujuan untuk mengidentifikasi faktor-faktor utama yang berkontribusi terhadap kegagalan akademik mahasiswa dan membangun model predik..."
446,PENGGUNAAN ALGORITMA GAUSSIAN NAÏVE BAYES & DECISION TREE UNTUK KLASIFIKASI TINGKAT KEMENANGAN PADA GAME MOBILE LEGENDS,penggunaan algoritma gaussian na ve bayes decision tree untuk klasifikasi tingkat kemenangan pada game mobile legends,Teknik Informatika,2024,YOGA NAUFAL RAY PUTRO,"Aidil Afriansyah, S.Kom., M.Kom.",https://repo.itera.ac.id/depan/submission/SB2401220056,"Perkembangan teknologi dan internet membuat popularitas game online seperti Mobile Legends semakin meningkat. Namun dalam kompetisi seringkali pemain mengalami kekalahan karena berbagai faktor, antara lain skill pemain, strategi tim, dan pemilihan hero yang tepat. Pemilihan hero yang tepat sangat pe..."
447,PENGGUNAAN PROCESS ASSESSMENT MODEL UNTUK IT SECURITY ASSESSMENT (Studi Kasus Unit Pelaksana Teknis Teknologi Informasi dan Komunikasi Institut Teknologi Sumatera),penggunaan process assessment model untuk it security assessment studi kasus unit pelaksana teknis teknologi informasi dan komunikasi institut teknologi sumatera,Teknik Informatika,2020,Gisella Al Khumaira,"Ir. Windy Gambetta,MBA",https://repo.itera.ac.id/depan/submission/SB2009110075,Institut Teknologi Sumatera memiliki Unit Pelaksana Teknis Teknologi Informasi dan Komunikasi sebagai unit yang memiliki tugas melaksanakan pengembangan sistem dan pengelolaan teknologi informasi dan komunikasi. Sebuah organisasi yang menggantungkan sebagian besar proses bisnisnya pada sistem inform...
448,PENGIMPLEMENTASIAN MODEL YOLOV9 UNTUK PENGENALAN BENDA DENGAN CIRI KHUSUS WARNA DAN TEKS PADA BENDA,pengimplementasian model yolov9 untuk pengenalan benda dengan ciri khusus warna dan teks pada benda,Teknik Informatika,2025,Sultan Ahmad Alfath,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2502110077,"Warna sering digunakan dalam berbagai implementasi computer vision seperti deteksi kematangan buah dan pencarian orang berdasarkan pakaian, sementara teks digunakan sebagai pembeda pada benda dengan jenis yang sama, seperti plat nomor kendaraan. Penelitian ini bertujuan untuk mengintegrasikan model ..."
449,PENGOPTIMALAN PROSES PENGELOMPOKKAN KAMAR ASRAMA MAHASISWA MENGGUNAKAN METODE SKEWED GENERAL VARIABLE NEIGHBORHOOD SEARCH PADA ASPEK KUALITAS HASIL PENGELOMPOKKAN DAN WAKTU PEMROSESAN,pengoptimalan proses pengelompokkan kamar asrama mahasiswa menggunakan metode skewed general variable neighborhood search pada aspek kualitas hasil pengelompokkan dan waktu pemrosesan,Teknik Informatika,2021,Adinda Virguinia Ayu Permata Manihuruk,Rahman Indra Kesuma,https://repo.itera.ac.id/depan/submission/SB2102020013,"Institut Teknologi Sumatera telah menyediakan fasilitas asrama untuk mahasiswa tingkat pertama. Berdasarkan ketetapan dan aturan akademik, ITERA membagi mahasiswa ke dalam kelompok kamar asrama yang dibagi berdasarkan asal daerah, program studi, kemampuan ekonomi, dan agama. Pembagian mahasiswa k..."
450,PENGUJIAN ASPEK SATISFACTION USABILITY WEB COVID-19 MENGGUNAKAN SYSTEM USABILITY SCALE (SUS),pengujian aspek satisfaction usability web covid 19 menggunakan system usability scale sus,Teknik Informatika,2021,Ahmad Reza Aidil Adha,"Hafiz Budi Firmansyah, S.Kom., M.Sc.",https://repo.itera.ac.id/depan/submission/SB2106070023,"COVID-19 merupakan virus jenis baru yang pertama kali ditemukan di daerah Wuhan, Cina. Setelah WHO resmi mendeklarasikan virus corona (COVID-19) menjadi pandemi, Teknologi menjadi hal sangat penting dalam menyebarkan informasi. Diketahui terdapat 2 website milik pemerintah Provinsi Lampung yang memb..."
451,PENGUKURAN FREKUENSI DETAK JANTUNG SECARA NON-KONTAK (REMOTE PHOTOPLETYSMOGRAPHY) MENGGUNAKAN CITRA RGB,pengukuran frekuensi detak jantung secara non kontak remote photopletysmography menggunakan citra rgb,Teknik Informatika,2023,Istighfariza Aprini,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2308100072,"Pengukuran tanda vital sangat penting dilakukan pada pasien perawatan intensif seperti di ICU, atau unit gawat darurat dan juga pada bayi yang baru lahir atau bayi yang lahir prematur. Pemantauan biasanya dilakukan oleh perawat jaga dengan menuliskan kondisi pasien secara manual pada kertas besar di..."
452,PENILAIAN OTOMATIS BERDASARKAN TINGKAT MUTU DESAIN FASAD DEPAN BANGUNAN DENGAN CONVOLUTIONAL NEURAL NETWORK (CNN) (STUDI KASUS : PRODI ARSITEKTUR ITERA),penilaian otomatis berdasarkan tingkat mutu desain fasad depan bangunan dengan convolutional neural network cnn studi kasus prodi arsitektur itera,Teknik Informatika,2023,Dhifaf Athiyah Zhabiyan,"Andika Setiawan, S.Kom., M.Cs.",https://repo.itera.ac.id/depan/submission/SB2305020003,"Perguruan tinggi di Indonesia memainkan peran penting dalam memenuhi kebutuhan pembangunan nasional. Sebagian besar sistem pendidikan yang ada, menekankan pada tes berbasis penilaian seperti ujian dan tugas untuk mengevaluasi mahasiswa. Dalam bidang arsitektur, pengujian kemampuan mahasiswa dalam me..."
453,PENILAIAN OTOMATIS CITRA TULISAN TANGAN PADA JAWABAN PILIHAN GANDA MENGGUNAKAN METODE CONVOLUTIONAL NEURAL NETWORK,penilaian otomatis citra tulisan tangan pada jawaban pilihan ganda menggunakan metode convolutional neural network,Teknik Informatika,2024,Rian Andri Waskito,"Eko Dwi Nugroho, S.Kom., M.Cs",https://repo.itera.ac.id/depan/submission/SB2406060022,"Kemajuan teknologi menyebabkan perkembangan pada berbagai bidang, salah satunya adalah dalam bidang pendidikan. Dalam pendidikan di negara Indonesia terdapat tahapan yang harus dicapai sebelum masuk ke dunia kerja. Untuk melewati tahapan tersebut dapat dilakukan proses ujian. Salah satu metode ujian..."
454,PENINGKATAN KINERJA MODEL CONV-TASNET UNTUK SPEECH SEPARATION MELALUI FINE-TUNING PADA AUDIO LOW-FIDELITY BERBAHASA INDONESIA,peningkatan kinerja model conv tasnet untuk speech separation melalui fine tuning pada audio low fidelity berbahasa indonesia,Teknik Informatika,2026,Fransiskus Xaverius Gunawan,"Martin Clinton Tosima Manullang, S.T., M.T., Ph.D.",https://repo.itera.ac.id/depan/submission/SB2601150045,"Penelitian ini mengkaji peningkatan performa model pemisahan suara Conv-TasNet pada domain low-fidelity berbahasa Indonesia melalui proses fine-tuning. Model baseline Conv-TasNet yang dilatih pada dataset LibriMix menunjukkan performa rendah ketika diuji pada rekaman ponsel, dengan SI- SDR sebesar -..."
455,PENYISIPAN PESAN TEKS PADA DOKUMEN VIDEO MENGGUNAKAN METODE BIT-PLAN COMPLEXITY SEGMENTATION DAN VIGENERE CIPHER,penyisipan pesan teks pada dokumen video menggunakan metode bit plan complexity segmentation dan vigenere cipher,Teknik Informatika,2023,Bagus Budi Setiawan,"Ilham Firman Ashari, S.Kom., M.T.",https://repo.itera.ac.id/depan/submission/SB2301130010,"Keamanan dalam pengiriman informasi merupakan salah satu faktor penting yang harus dijaga, apabila isi dari informasi tersebut tidak boleh diketahui pihak luar. Salah satu teknik yang dapat dipakai untuk menangani hal tersebut adalah steganografi. Steganografi merupakan teknik yang dapat digunakan u..."
456,PENYUSUNAN STRATEGI SUPPLY CHAIN MANAGEMENT PADA PROSES DISTRIBUSI OBAT (Studi Kasus: Klinik Cahaya),penyusunan strategi supply chain management pada proses distribusi obat studi kasus klinik cahaya,Teknik Informatika,2022,Muhammad Sholeh Al - Habib,"Muhammad Habib Algifari, S.Kom., M.T.I.",https://repo.itera.ac.id/depan/submission/SB2206090088,"Supply Chain Management (SCM) adalah kerangka kerja dalam asosiasi yang membantu asosiasi dalam sirkulasi tenaga kerja dan produk pembuatan ke klien. Dalam studi ini fasilitas ringan memiliki ruang stok yang tidak terlalu besar dan tidak sedikit, dan penelitian ini berencana untuk membuat prosedur j..."
